region,age,density
Western Europe,1.43856,0.32777
Western Europe,1.42358,0.33054
Western Europe,1.40859,0.33412
Western Europe,1.39361,0.33812
Western Europe,1.37862,0.34222
Western Europe,1.36364,0.34631
Western Europe,1.34865,0.35052
Western Europe,1.33367,0.35523
Western Europe,1.31868,0.36128
Western Europe,1.3037,0.36812
Western Europe,1.28871,0.37364
Western Europe,1.27373,0.37694
Western Europe,1.25874,0.37962
Western Europe,1.24376,0.38256
Western Europe,1.22877,0.38452
Western Europe,1.21379,0.38514
Western Europe,1.1988,0.38524
Western Europe,1.18382,0.38525
Western Europe,1.16883,0.38525
Western Europe,1.15385,0.38525
Western Europe,1.13886,0.38535
Western Europe,1.12388,0.38597
Western Europe,1.10889,0.38792
Western Europe,1.09391,0.39076
Western Europe,1.07892,0.39261
Western Europe,1.06394,0.39261
Western Europe,1.04895,0.39075
Western Europe,1.03397,0.38782
Western Europe,1.01898,0.38525
Western Europe,1.004,0.38267
Western Europe,0.98901,0.37973
Western Europe,0.97403,0.37768
Western Europe,0.95904,0.37642
Western Europe,0.94406,0.37428
Western Europe,0.92907,0.37079
Western Europe,0.91409,0.36679
Western Europe,0.8991,0.36249
Western Europe,0.88412,0.35711
Western Europe,0.86913,0.34841
Western Europe,0.85415,0.33228
Western Europe,0.83916,0.29323
Western Europe,0.82418,0.20753
Western Europe,0.80919,0.09744
Western Europe,0.79421,0.02601
Western Europe,0.77922,0.00359
Western Europe,0.76424,0.00024
Western Europe,0.74925,1e-05
Western Europe,0.73427,0.0
Western Europe,0.71928,0.0
Western Europe,0.7043,0.0
Western Europe,0.68931,0.0
Western Europe,0.67433,0.0
Western Europe,0.65934,0.0
Western Europe,0.64436,0.0
Western Europe,0.62937,0.0
Western Europe,0.61439,0.0
Western Europe,0.5994,0.0
Western Europe,0.58442,0.0
Western Europe,0.56943,0.0
Western Europe,0.55445,0.0
Western Europe,0.53946,0.0
Western Europe,0.52448,0.0
Western Europe,0.50949,0.0
Western Europe,0.49451,0.0
Western Europe,0.47952,0.0
Western Europe,0.46454,0.0
Western Europe,0.44955,0.0
Western Europe,0.43457,0.0
Western Europe,0.41958,0.0
Western Europe,0.4046,0.0
Western Europe,0.38961,0.0
Western Europe,0.37463,0.0
Western Europe,0.35964,0.0
Western Europe,0.34466,0.0
Western Europe,0.32967,0.0
Western Europe,0.31469,0.0
Western Europe,0.2997,0.0
Western Europe,0.28472,0.0
Western Europe,0.26973,0.0
Western Europe,0.25475,0.0
Western Europe,0.23976,0.0
Western Europe,0.22478,0.0
Western Europe,0.20979,0.0
Western Europe,0.19481,0.0
Western Europe,0.17982,0.0
Western Europe,0.16484,0.0
Western Europe,0.14985,0.0
Western Europe,0.13487,0.0
Western Europe,0.11988,0.0
Western Europe,0.1049,0.0
Western Europe,0.08991,0.0
Western Europe,0.07493,0.0
Western Europe,0.05994,0.0
Western Europe,0.04496,0.0
Western Europe,0.02997,0.0
Western Europe,0.01499,0.0
Western Europe,0.0,0.0
Central/Eastern Europe,15.0,0.0
Central/Eastern Europe,14.98501,0.0
Central/Eastern Europe,14.97003,0.0
Central/Eastern Europe,14.95504,0.0
Central/Eastern Europe,14.94006,0.0
Central/Eastern Europe,14.92507,0.0
Central/Eastern Europe,14.91009,0.0
Central/Eastern Europe,14.8951,0.0
Central/Eastern Europe,14.88012,0.0
Central/Eastern Europe,14.86513,0.0
Central/Eastern Europe,14.85015,0.0
Central/Eastern Europe,14.83516,0.0
Central/Eastern Europe,14.82018,0.0
Central/Eastern Europe,14.80519,0.0
Central/Eastern Europe,14.79021,0.0
Central/Eastern Europe,14.77522,0.0
Central/Eastern Europe,14.76024,0.0
Central/Eastern Europe,14.74525,0.0
Central/Eastern Europe,14.73027,0.0
Central/Eastern Europe,14.71528,0.0
Central/Eastern Europe,14.7003,0.0
Central/Eastern Europe,14.68531,0.0
Central/Eastern Europe,14.67033,0.0
Central/Eastern Europe,14.65534,0.0
Central/Eastern Europe,14.64036,0.0
Central/Eastern Europe,14.62537,0.0
Central/Eastern Europe,14.61039,0.0
Central/Eastern Europe,14.5954,0.0
Central/Eastern Europe,14.58042,0.0
Central/Eastern Europe,14.56543,0.0
Central/Eastern Europe,14.55045,0.0
Central/Eastern Europe,14.53546,0.0
Central/Eastern Europe,14.52048,0.0
Central/Eastern Europe,14.50549,0.0
Central/Eastern Europe,14.49051,0.0
Central/Eastern Europe,14.47552,0.0
Central/Eastern Europe,14.46054,0.0
Central/Eastern Europe,14.44555,0.0
Central/Eastern Europe,14.43057,0.0
Central/Eastern Europe,14.41558,0.0
Central/Eastern Europe,14.4006,0.0
Central/Eastern Europe,14.38561,0.0
Central/Eastern Europe,14.37063,0.0
Central/Eastern Europe,14.35564,0.0
Central/Eastern Europe,14.34066,0.0
Central/Eastern Europe,14.32567,0.0
Central/Eastern Europe,14.31069,0.0
Central/Eastern Europe,14.2957,0.0
Central/Eastern Europe,14.28072,0.0
Central/Eastern Europe,14.26573,0.0
Central/Eastern Europe,14.25075,0.0
Central/Eastern Europe,14.23576,0.0
Central/Eastern Europe,14.22078,0.0
Central/Eastern Europe,14.20579,0.0
Central/Eastern Europe,14.19081,0.0
Central/Eastern Europe,14.17582,0.0
Central/Eastern Europe,14.16084,0.0
Central/Eastern Europe,14.14585,0.0
Central/Eastern Europe,14.13087,0.0
Central/Eastern Europe,14.11588,0.0
Central/Eastern Europe,14.1009,0.0
Central/Eastern Europe,14.08591,0.0
Central/Eastern Europe,14.07093,0.0
Central/Eastern Europe,14.05594,0.0
Central/Eastern Europe,14.04096,0.0
Central/Eastern Europe,14.02597,0.0
Central/Eastern Europe,14.01099,0.0
Central/Eastern Europe,13.996,0.0
Central/Eastern Europe,13.98102,0.0
Central/Eastern Europe,13.96603,0.0
Central/Eastern Europe,13.95105,0.0
Central/Eastern Europe,13.93606,0.0
Central/Eastern Europe,13.92108,0.0
Central/Eastern Europe,13.90609,0.0
Central/Eastern Europe,13.89111,0.0
Central/Eastern Europe,13.87612,0.0
Central/Eastern Europe,13.86114,0.0
Central/Eastern Europe,13.84615,0.0
Central/Eastern Europe,13.83117,0.0
Central/Eastern Europe,13.81618,0.0
Central/Eastern Europe,13.8012,0.0
Central/Eastern Europe,13.78621,0.0
Central/Eastern Europe,13.77123,0.0
Central/Eastern Europe,13.75624,0.0
Central/Eastern Europe,13.74126,0.0
Central/Eastern Europe,13.72627,0.0
Central/Eastern Europe,13.71129,0.0
Central/Eastern Europe,13.6963,0.0
Central/Eastern Europe,13.68132,0.0
Central/Eastern Europe,13.66633,0.0
Central/Eastern Europe,13.65135,0.0
Central/Eastern Europe,13.63636,0.0
Central/Eastern Europe,13.62138,0.0
Central/Eastern Europe,13.60639,0.0
Central/Eastern Europe,13.59141,0.0
Central/Eastern Europe,13.57642,0.0
Central/Eastern Europe,13.56144,0.0
Central/Eastern Europe,13.54645,0.0
Central/Eastern Europe,13.53147,0.0
Central/Eastern Europe,13.51648,0.0
Central/Eastern Europe,13.5015,0.0
Central/Eastern Europe,13.48651,0.0
Central/Eastern Europe,13.47153,0.0
Central/Eastern Europe,13.45654,0.0
Central/Eastern Europe,13.44156,0.0
Central/Eastern Europe,13.42657,0.0
Central/Eastern Europe,13.41159,0.0
Central/Eastern Europe,13.3966,0.0
Central/Eastern Europe,13.38162,0.0
Central/Eastern Europe,13.36663,0.0
Central/Eastern Europe,13.35165,0.0
Central/Eastern Europe,13.33666,0.0
Central/Eastern Europe,13.32168,0.0
Central/Eastern Europe,13.30669,0.0
Central/Eastern Europe,13.29171,0.0
Central/Eastern Europe,13.27672,0.0
Central/Eastern Europe,13.26174,0.0
Central/Eastern Europe,13.24675,0.0
Central/Eastern Europe,13.23177,0.0
Central/Eastern Europe,13.21678,0.0
Central/Eastern Europe,13.2018,0.0
Central/Eastern Europe,13.18681,0.0
Central/Eastern Europe,13.17183,0.0
Central/Eastern Europe,13.15684,0.0
Central/Eastern Europe,13.14186,0.0
Central/Eastern Europe,13.12687,0.0
Central/Eastern Europe,13.11189,0.0
Central/Eastern Europe,13.0969,0.0
Central/Eastern Europe,13.08192,0.0
Central/Eastern Europe,13.06693,0.0
Central/Eastern Europe,13.05195,0.0
Central/Eastern Europe,13.03696,0.0
Central/Eastern Europe,13.02198,0.0
Central/Eastern Europe,13.00699,0.0
Central/Eastern Europe,12.99201,0.0
Central/Eastern Europe,12.97702,0.0
Central/Eastern Europe,12.96204,0.0
Central/Eastern Europe,12.94705,0.0
Central/Eastern Europe,12.93207,0.0
Central/Eastern Europe,12.91708,0.0
Central/Eastern Europe,12.9021,0.0
Central/Eastern Europe,12.88711,0.0
Central/Eastern Europe,12.87213,0.0
Central/Eastern Europe,12.85714,0.0
Central/Eastern Europe,12.84216,0.0
Central/Eastern Europe,12.82717,0.0
Central/Eastern Europe,12.81219,0.0
Central/Eastern Europe,12.7972,0.0
Central/Eastern Europe,12.78222,0.0
Central/Eastern Europe,12.76723,0.0
Central/Eastern Europe,12.75225,0.0
Central/Eastern Europe,12.73726,0.0
Central/Eastern Europe,12.72228,0.0
Central/Eastern Europe,12.70729,0.0
Central/Eastern Europe,12.69231,0.0
Central/Eastern Europe,12.67732,0.0
Central/Eastern Europe,12.66234,0.0
Central/Eastern Europe,12.64735,0.0
Central/Eastern Europe,12.63237,0.0
Central/Eastern Europe,12.61738,0.0
Central/Eastern Europe,12.6024,0.0
Central/Eastern Europe,12.58741,0.0
Central/Eastern Europe,12.57243,0.0
Central/Eastern Europe,12.55744,0.0
Central/Eastern Europe,12.54246,0.0
Central/Eastern Europe,12.52747,0.0
Central/Eastern Europe,12.51249,0.0
Central/Eastern Europe,12.4975,0.0
Central/Eastern Europe,12.48252,0.0
Central/Eastern Europe,12.46753,0.0
Central/Eastern Europe,12.45255,0.0
Central/Eastern Europe,12.43756,0.0
Central/Eastern Europe,12.42258,0.0
Central/Eastern Europe,12.40759,0.0
Central/Eastern Europe,12.39261,0.0
Central/Eastern Europe,12.37762,0.0
Central/Eastern Europe,12.36264,0.0
Central/Eastern Europe,12.34765,0.0
Central/Eastern Europe,12.33267,0.0
Central/Eastern Europe,12.31768,0.0
Central/Eastern Europe,12.3027,0.0
Central/Eastern Europe,12.28771,0.0
Central/Eastern Europe,12.27273,0.0
Central/Eastern Europe,12.25774,0.0
Central/Eastern Europe,12.24276,0.0
Central/Eastern Europe,12.22777,0.0
Central/Eastern Europe,12.21279,0.0
Central/Eastern Europe,12.1978,0.0
Central/Eastern Europe,12.18282,0.0
Central/Eastern Europe,12.16783,0.0
Central/Eastern Europe,12.15285,0.0
Central/Eastern Europe,12.13786,0.0
Central/Eastern Europe,12.12288,0.0
Central/Eastern Europe,12.10789,0.0
Central/Eastern Europe,12.09291,0.0
Central/Eastern Europe,12.07792,0.0
Central/Eastern Europe,12.06294,0.0
Central/Eastern Europe,12.04795,0.0
Central/Eastern Europe,12.03297,0.0
Central/Eastern Europe,12.01798,0.0
Central/Eastern Europe,12.003,0.0
Central/Eastern Europe,11.98801,0.0
Central/Eastern Europe,11.97303,0.0
Central/Eastern Europe,11.95804,0.0
Central/Eastern Europe,11.94306,0.0
Central/Eastern Europe,11.92807,0.0
Central/Eastern Europe,11.91309,0.0
Central/Eastern Europe,11.8981,0.0
Central/Eastern Europe,11.88312,0.0
Central/Eastern Europe,11.86813,0.0
Central/Eastern Europe,11.85315,0.0
Central/Eastern Europe,11.83816,0.0
Central/Eastern Europe,11.82318,0.0
Central/Eastern Europe,11.80819,0.0
Central/Eastern Europe,11.79321,0.0
Central/Eastern Europe,11.77822,0.0
Central/Eastern Europe,11.76324,0.0
Central/Eastern Europe,11.74825,0.0
Central/Eastern Europe,11.73327,0.0
Central/Eastern Europe,11.71828,0.0
Central/Eastern Europe,11.7033,0.0
Central/Eastern Europe,11.68831,0.0
Central/Eastern Europe,11.67333,0.0
Central/Eastern Europe,11.65834,0.0
Central/Eastern Europe,11.64336,0.0
Central/Eastern Europe,11.62837,0.0
Central/Eastern Europe,11.61339,0.0
Central/Eastern Europe,11.5984,0.0
Central/Eastern Europe,11.58342,0.0
Central/Eastern Europe,11.56843,0.0
Central/Eastern Europe,11.55345,0.0
Central/Eastern Europe,11.53846,0.0
Central/Eastern Europe,11.52348,0.0
Central/Eastern Europe,11.50849,0.0
Central/Eastern Europe,11.49351,0.0
Central/Eastern Europe,11.47852,0.0
Central/Eastern Europe,11.46354,0.0
Central/Eastern Europe,11.44855,0.0
Central/Eastern Europe,11.43357,0.0
Central/Eastern Europe,11.41858,0.0
Central/Eastern Europe,11.4036,0.0
Central/Eastern Europe,11.38861,0.0
Central/Eastern Europe,11.37363,0.0
Central/Eastern Europe,11.35864,0.0
Central/Eastern Europe,11.34366,0.0
Central/Eastern Europe,11.32867,0.0
Central/Eastern Europe,11.31369,0.0
Central/Eastern Europe,11.2987,0.0
Central/Eastern Europe,11.28372,0.0
Central/Eastern Europe,11.26873,0.0
Central/Eastern Europe,11.25375,0.0
Central/Eastern Europe,11.23876,0.0
Central/Eastern Europe,11.22378,0.0
Central/Eastern Europe,11.20879,0.0
Central/Eastern Europe,11.19381,0.0
Central/Eastern Europe,11.17882,0.0
Central/Eastern Europe,11.16384,0.0
Central/Eastern Europe,11.14885,0.0
Central/Eastern Europe,11.13387,0.0
Central/Eastern Europe,11.11888,0.0
Central/Eastern Europe,11.1039,0.0
Central/Eastern Europe,11.08891,0.0
Central/Eastern Europe,11.07393,0.0
Central/Eastern Europe,11.05894,0.0
Central/Eastern Europe,11.04396,0.0
Central/Eastern Europe,11.02897,0.0
Central/Eastern Europe,11.01399,0.0
Central/Eastern Europe,10.999,0.0
Central/Eastern Europe,10.98402,0.0
Central/Eastern Europe,10.96903,0.0
Central/Eastern Europe,10.95405,0.0
Central/Eastern Europe,10.93906,0.0
Central/Eastern Europe,10.92408,0.0
Central/Eastern Europe,10.90909,0.0
Central/Eastern Europe,10.89411,0.0
Central/Eastern Europe,10.87912,0.0
Central/Eastern Europe,10.86414,0.0
Central/Eastern Europe,10.84915,0.0
Central/Eastern Europe,10.83417,0.0
Central/Eastern Europe,10.81918,0.0
Central/Eastern Europe,10.8042,0.0
Central/Eastern Europe,10.78921,0.0
Central/Eastern Europe,10.77423,0.0
Central/Eastern Europe,10.75924,0.0
Central/Eastern Europe,10.74426,0.0
Central/Eastern Europe,10.72927,0.0
Central/Eastern Europe,10.71429,0.0
Central/Eastern Europe,10.6993,0.0
Central/Eastern Europe,10.68432,0.0
Central/Eastern Europe,10.66933,0.0
Central/Eastern Europe,10.65435,0.0
Central/Eastern Europe,10.63936,0.0
Central/Eastern Europe,10.62438,0.0
Central/Eastern Europe,10.60939,0.0
Central/Eastern Europe,10.59441,0.0
Central/Eastern Europe,10.57942,0.0
Central/Eastern Europe,10.56444,0.0
Central/Eastern Europe,10.54945,0.0
Central/Eastern Europe,10.53447,0.0
Central/Eastern Europe,10.51948,0.0
Central/Eastern Europe,10.5045,0.0
Central/Eastern Europe,10.48951,0.0
Central/Eastern Europe,10.47453,0.0
Central/Eastern Europe,10.45954,0.0
Central/Eastern Europe,10.44456,0.0
Central/Eastern Europe,10.42957,0.0
Central/Eastern Europe,10.41459,0.0
Central/Eastern Europe,10.3996,0.0
Central/Eastern Europe,10.38462,0.0
Central/Eastern Europe,10.36963,0.0
Central/Eastern Europe,10.35465,0.0
Central/Eastern Europe,10.33966,0.0
Central/Eastern Europe,10.32468,0.0
Central/Eastern Europe,10.30969,0.0
Central/Eastern Europe,10.29471,0.0
Central/Eastern Europe,10.27972,0.0
Central/Eastern Europe,10.26474,0.0
Central/Eastern Europe,10.24975,0.0
Central/Eastern Europe,10.23477,0.0
Central/Eastern Europe,10.21978,0.0
Central/Eastern Europe,10.2048,0.0
Central/Eastern Europe,10.18981,0.0
Central/Eastern Europe,10.17483,0.0
Central/Eastern Europe,10.15984,0.0
Central/Eastern Europe,10.14486,0.0
Central/Eastern Europe,10.12987,0.0
Central/Eastern Europe,10.11489,0.0
Central/Eastern Europe,10.0999,0.0
Central/Eastern Europe,10.08492,0.0
Central/Eastern Europe,10.06993,0.0
Central/Eastern Europe,10.05495,0.0
Central/Eastern Europe,10.03996,0.0
Central/Eastern Europe,10.02498,0.0
Central/Eastern Europe,10.00999,0.0
Central/Eastern Europe,9.995,0.0
Central/Eastern Europe,9.98002,0.0
Central/Eastern Europe,9.96503,0.0
Central/Eastern Europe,9.95005,0.0
Central/Eastern Europe,9.93506,0.0
Central/Eastern Europe,9.92008,0.0
Central/Eastern Europe,9.90509,0.0
Central/Eastern Europe,9.89011,0.0
Central/Eastern Europe,9.87512,0.0
Central/Eastern Europe,9.86014,0.0
Central/Eastern Europe,9.84515,0.0
Central/Eastern Europe,9.83017,0.0
Central/Eastern Europe,9.81518,0.0
Central/Eastern Europe,9.8002,0.0
Central/Eastern Europe,9.78521,0.0
Central/Eastern Europe,9.77023,0.0
Central/Eastern Europe,9.75524,0.0
Central/Eastern Europe,9.74026,0.0
Central/Eastern Europe,9.72527,0.0
Central/Eastern Europe,9.71029,0.0
Central/Eastern Europe,9.6953,0.0
Central/Eastern Europe,9.68032,0.0
Central/Eastern Europe,9.66533,0.0
Central/Eastern Europe,9.65035,0.0
Central/Eastern Europe,9.63536,0.0
Central/Eastern Europe,9.62038,0.0
Central/Eastern Europe,9.60539,0.0
Central/Eastern Europe,9.59041,0.0
Central/Eastern Europe,9.57542,0.0
Central/Eastern Europe,9.56044,0.0
Central/Eastern Europe,9.54545,0.0
Central/Eastern Europe,9.53047,0.0
Central/Eastern Europe,9.51548,0.0
Central/Eastern Europe,9.5005,0.0
Central/Eastern Europe,9.48551,0.0
Central/Eastern Europe,9.47053,0.0
Central/Eastern Europe,9.45554,0.0
Central/Eastern Europe,9.44056,0.0
Central/Eastern Europe,9.42557,0.0
Central/Eastern Europe,9.41059,0.0
Central/Eastern Europe,9.3956,0.0
Central/Eastern Europe,9.38062,0.0
Central/Eastern Europe,9.36563,0.0
Central/Eastern Europe,9.35065,0.0
Central/Eastern Europe,9.33566,0.0
Central/Eastern Europe,9.32068,0.0
Central/Eastern Europe,9.30569,0.0
Central/Eastern Europe,9.29071,0.0
Central/Eastern Europe,9.27572,0.0
Central/Eastern Europe,9.26074,0.0
Central/Eastern Europe,9.24575,0.0
Central/Eastern Europe,9.23077,0.0
Central/Eastern Europe,9.21578,0.0
Central/Eastern Europe,9.2008,0.0
Central/Eastern Europe,9.18581,0.0
Central/Eastern Europe,9.17083,0.0
Central/Eastern Europe,9.15584,0.0
Central/Eastern Europe,9.14086,0.0
Central/Eastern Europe,9.12587,0.0
Central/Eastern Europe,9.11089,0.0
Central/Eastern Europe,9.0959,0.0
Central/Eastern Europe,9.08092,0.0
Central/Eastern Europe,9.06593,0.0
Central/Eastern Europe,9.05095,0.0
Central/Eastern Europe,9.03596,0.0
Central/Eastern Europe,9.02098,0.0
Central/Eastern Europe,9.00599,0.0
Central/Eastern Europe,8.99101,3e-05
Central/Eastern Europe,8.97602,0.00051
Central/Eastern Europe,8.96104,0.00364
Central/Eastern Europe,8.94605,0.01338
Central/Eastern Europe,8.93107,0.0276
Central/Eastern Europe,8.91608,0.03734
Central/Eastern Europe,8.9011,0.04048
Central/Eastern Europe,8.88611,0.04095
Central/Eastern Europe,8.87113,0.04098
Central/Eastern Europe,8.85614,0.04098
Central/Eastern Europe,8.84116,0.04098
Central/Eastern Europe,8.82617,0.04098
Central/Eastern Europe,8.81119,0.04098
Central/Eastern Europe,8.7962,0.04098
Central/Eastern Europe,8.78122,0.04098
Central/Eastern Europe,8.76623,0.04098
Central/Eastern Europe,8.75125,0.04098
Central/Eastern Europe,8.73626,0.04098
Central/Eastern Europe,8.72128,0.04098
Central/Eastern Europe,8.70629,0.04099
Central/Eastern Europe,8.69131,0.04109
Central/Eastern Europe,8.67632,0.04171
Central/Eastern Europe,8.66134,0.04366
Central/Eastern Europe,8.64635,0.0465
Central/Eastern Europe,8.63137,0.04845
Central/Eastern Europe,8.61638,0.04908
Central/Eastern Europe,8.6014,0.04917
Central/Eastern Europe,8.58641,0.04918
Central/Eastern Europe,8.57143,0.04918
Central/Eastern Europe,8.55644,0.04918
Central/Eastern Europe,8.54146,0.04918
Central/Eastern Europe,8.52647,0.04918
Central/Eastern Europe,8.51149,0.04918
Central/Eastern Europe,8.4965,0.04918
Central/Eastern Europe,8.48152,0.04918
Central/Eastern Europe,8.46653,0.04918
Central/Eastern Europe,8.45155,0.04918
Central/Eastern Europe,8.43656,0.04918
Central/Eastern Europe,8.42158,0.04918
Central/Eastern Europe,8.40659,0.04918
Central/Eastern Europe,8.39161,0.04919
Central/Eastern Europe,8.37662,0.04927
Central/Eastern Europe,8.36164,0.04981
Central/Eastern Europe,8.34665,0.05114
Central/Eastern Europe,8.33167,0.05213
Central/Eastern Europe,8.31668,0.05186
Central/Eastern Europe,8.3017,0.05248
Central/Eastern Europe,8.28671,0.05479
Central/Eastern Europe,8.27173,0.05665
Central/Eastern Europe,8.25674,0.05718
Central/Eastern Europe,8.24176,0.05674
Central/Eastern Europe,8.22677,0.05543
Central/Eastern Europe,8.21179,0.05453
Central/Eastern Europe,8.1968,0.05543
Central/Eastern Europe,8.18182,0.05675
Central/Eastern Europe,8.16683,0.05728
Central/Eastern Europe,8.15185,0.05736
Central/Eastern Europe,8.13686,0.05728
Central/Eastern Europe,8.12188,0.05675
Central/Eastern Europe,8.10689,0.05543
Central/Eastern Europe,8.09191,0.05453
Central/Eastern Europe,8.07692,0.05543
Central/Eastern Europe,8.06194,0.05675
Central/Eastern Europe,8.04695,0.05728
Central/Eastern Europe,8.03197,0.05737
Central/Eastern Europe,8.01698,0.05738
Central/Eastern Europe,8.002,0.05738
Central/Eastern Europe,7.98701,0.05738
Central/Eastern Europe,7.97203,0.05738
Central/Eastern Europe,7.95704,0.05738
Central/Eastern Europe,7.94206,0.05738
Central/Eastern Europe,7.92707,0.05738
Central/Eastern Europe,7.91209,0.05738
Central/Eastern Europe,7.8971,0.05738
Central/Eastern Europe,7.88212,0.05738
Central/Eastern Europe,7.86713,0.05738
Central/Eastern Europe,7.85215,0.05738
Central/Eastern Europe,7.83716,0.05738
Central/Eastern Europe,7.82218,0.05738
Central/Eastern Europe,7.80719,0.05738
Central/Eastern Europe,7.79221,0.05738
Central/Eastern Europe,7.77722,0.05738
Central/Eastern Europe,7.76224,0.05738
Central/Eastern Europe,7.74725,0.05738
Central/Eastern Europe,7.73227,0.05738
Central/Eastern Europe,7.71728,0.05748
Central/Eastern Europe,7.7023,0.05811
Central/Eastern Europe,7.68731,0.06005
Central/Eastern Europe,7.67233,0.0629
Central/Eastern Europe,7.65734,0.06485
Central/Eastern Europe,7.64236,0.06547
Central/Eastern Europe,7.62737,0.06557
Central/Eastern Europe,7.61239,0.06557
Central/Eastern Europe,7.5974,0.06557
Central/Eastern Europe,7.58242,0.06558
Central/Eastern Europe,7.56743,0.06568
Central/Eastern Europe,7.55245,0.0663
Central/Eastern Europe,7.53746,0.06825
Central/Eastern Europe,7.52248,0.07109
Central/Eastern Europe,7.50749,0.07304
Central/Eastern Europe,7.49251,0.07367
Central/Eastern Europe,7.47752,0.07377
Central/Eastern Europe,7.46254,0.07387
Central/Eastern Europe,7.44755,0.0745
Central/Eastern Europe,7.43257,0.07645
Central/Eastern Europe,7.41758,0.0793
Central/Eastern Europe,7.4026,0.08134
Central/Eastern Europe,7.38761,0.08259
Central/Eastern Europe,7.37263,0.08464
Central/Eastern Europe,7.35764,0.08749
Central/Eastern Europe,7.34266,0.08944
Central/Eastern Europe,7.32767,0.09007
Central/Eastern Europe,7.31269,0.09026
Central/Eastern Europe,7.2977,0.09089
Central/Eastern Europe,7.28272,0.09284
Central/Eastern Europe,7.26773,0.09568
Central/Eastern Europe,7.25275,0.09764
Central/Eastern Europe,7.23776,0.09836
Central/Eastern Europe,7.22278,0.09908
Central/Eastern Europe,7.20779,0.10104
Central/Eastern Europe,7.19281,0.10398
Central/Eastern Europe,7.17782,0.10656
Central/Eastern Europe,7.16284,0.10913
Central/Eastern Europe,7.14785,0.11207
Central/Eastern Europe,7.13287,0.11403
Central/Eastern Europe,7.11788,0.11475
Central/Eastern Europe,7.1029,0.11548
Central/Eastern Europe,7.08791,0.11743
Central/Eastern Europe,7.07293,0.12027
Central/Eastern Europe,7.05794,0.12222
Central/Eastern Europe,7.04296,0.12285
Central/Eastern Europe,7.02797,0.12294
Central/Eastern Europe,7.01299,0.12295
Central/Eastern Europe,6.998,0.12295
Central/Eastern Europe,6.98302,0.12295
Central/Eastern Europe,6.96803,0.12296
Central/Eastern Europe,6.95305,0.12305
Central/Eastern Europe,6.93806,0.12367
Central/Eastern Europe,6.92308,0.12553
Central/Eastern Europe,6.90809,0.12774
Central/Eastern Europe,6.89311,0.12774
Central/Eastern Europe,6.87812,0.12553
Central/Eastern Europe,6.86314,0.12367
Central/Eastern Europe,6.84815,0.12305
Central/Eastern Europe,6.83317,0.12296
Central/Eastern Europe,6.81818,0.12295
Central/Eastern Europe,6.8032,0.12296
Central/Eastern Europe,6.78821,0.12305
Central/Eastern Europe,6.77323,0.12368
Central/Eastern Europe,6.75824,0.12563
Central/Eastern Europe,6.74326,0.12847
Central/Eastern Europe,6.72827,0.13041
Central/Eastern Europe,6.71329,0.13094
Central/Eastern Europe,6.6983,0.13041
Central/Eastern Europe,6.68332,0.12847
Central/Eastern Europe,6.66833,0.12563
Central/Eastern Europe,6.65335,0.12368
Central/Eastern Europe,6.63836,0.12305
Central/Eastern Europe,6.62338,0.12296
Central/Eastern Europe,6.60839,0.12295
Central/Eastern Europe,6.59341,0.12295
Central/Eastern Europe,6.57842,0.12294
Central/Eastern Europe,6.56344,0.12285
Central/Eastern Europe,6.54845,0.12222
Central/Eastern Europe,6.53347,0.12027
Central/Eastern Europe,6.51848,0.11743
Central/Eastern Europe,6.5035,0.11548
Central/Eastern Europe,6.48851,0.11475
Central/Eastern Europe,6.47353,0.11403
Central/Eastern Europe,6.45854,0.11208
Central/Eastern Europe,6.44356,0.10923
Central/Eastern Europe,6.42857,0.10729
Central/Eastern Europe,6.41359,0.10666
Central/Eastern Europe,6.3986,0.10656
Central/Eastern Europe,6.38362,0.10656
Central/Eastern Europe,6.36863,0.10656
Central/Eastern Europe,6.35365,0.10656
Central/Eastern Europe,6.33866,0.10656
Central/Eastern Europe,6.32368,0.10656
Central/Eastern Europe,6.30869,0.10656
Central/Eastern Europe,6.29371,0.10656
Central/Eastern Europe,6.27872,0.10656
Central/Eastern Europe,6.26374,0.10655
Central/Eastern Europe,6.24875,0.10646
Central/Eastern Europe,6.23377,0.10583
Central/Eastern Europe,6.21878,0.10388
Central/Eastern Europe,6.2038,0.10104
Central/Eastern Europe,6.18881,0.09909
Central/Eastern Europe,6.17383,0.09846
Central/Eastern Europe,6.15884,0.09837
Central/Eastern Europe,6.14386,0.09836
Central/Eastern Europe,6.12887,0.09836
Central/Eastern Europe,6.11389,0.09836
Central/Eastern Europe,6.0989,0.09836
Central/Eastern Europe,6.08392,0.09836
Central/Eastern Europe,6.06893,0.09836
Central/Eastern Europe,6.05395,0.09837
Central/Eastern Europe,6.03896,0.09846
Central/Eastern Europe,6.02398,0.09909
Central/Eastern Europe,6.00899,0.10104
Central/Eastern Europe,5.99401,0.10388
Central/Eastern Europe,5.97902,0.10583
Central/Eastern Europe,5.96404,0.10646
Central/Eastern Europe,5.94905,0.10655
Central/Eastern Europe,5.93407,0.10656
Central/Eastern Europe,5.91908,0.10656
Central/Eastern Europe,5.9041,0.10656
Central/Eastern Europe,5.88911,0.10656
Central/Eastern Europe,5.87413,0.10656
Central/Eastern Europe,5.85914,0.10656
Central/Eastern Europe,5.84416,0.10656
Central/Eastern Europe,5.82917,0.10666
Central/Eastern Europe,5.81419,0.10729
