study,group,x,y
NielsenHB_2014,IBD,0.0033145716072545484,0.23208255159474672
NielsenHB_2014,IBD,-0.0443089430894309,0.22560975609756098
NielsenHB_2014,control,-0.25447154471544714,0.22357723577235772
NielsenHB_2014,IBD,-0.02113821138211382,0.2146341463414634
NielsenHB_2014,IBD,0.1387533875338753,0.19945799457994584
NielsenHB_2014,control,-0.23884372177055102,0.19494128274616085
NielsenHB_2014,IBD,0.13766937669376697,0.19539295392953931
NielsenHB_2014,IBD,0.2395663956639566,0.19620596205962063
NielsenHB_2014,control,-0.251490514905149,0.19403794037940375
NielsenHB_2014,IBD,0.1588075880758808,0.18753387533875335
NielsenHB_2014,control,-0.28989547038327523,0.18606271777003486
NielsenHB_2014,IBD,0.1594974131559497,0.1827050997782705
NielsenHB_2014,control,-0.27723577235772356,0.18130081300813009
NielsenHB_2014,IBD,-0.06260162601626017,0.17947154471544716
NielsenHB_2014,IBD,0.24498644986449866,0.1796747967479675
NielsenHB_2014,control,-0.2386417981826877,0.17580105212816835
NielsenHB_2014,control,-0.2170189701897019,0.17436314363143635
NielsenHB_2014,control,-0.16289726533628973,0.1704360679970436
NielsenHB_2014,control,-0.2844050258684405,0.16053215077605326
NielsenHB_2014,control,-0.12764227642276424,0.16016260162601625
NielsenHB_2014,IBD,0.2869918699186992,0.15528455284552845
NielsenHB_2014,IBD,0.0429416112342942,0.14996304508499633
NielsenHB_2014,control,-0.15479674796747966,0.14699186991869914
NielsenHB_2014,control,-0.30447154471544713,0.14308943089430895
NielsenHB_2014,IBD,0.16386630532971996,0.13947606142728092
NielsenHB_2014,IBD,0.19146341463414634,0.13760162601626016
NielsenHB_2014,control,-0.23333333333333334,0.13821138211382114
NielsenHB_2014,IBD,0.2483739837398374,0.13617886178861788
NielsenHB_2014,control,-0.2678492239467849,0.13252032520325202
NielsenHB_2014,control,-0.28401084010840105,0.13116531165311657
NielsenHB_2014,IBD,-0.08762420957542913,0.12375790424570908
NielsenHB_2014,control,-0.17361419068736142,0.11980783444198079
NielsenHB_2014,control,-0.2739837398373984,0.12113821138211382
NielsenHB_2014,control,-0.23658536585365852,0.12032520325203253
NielsenHB_2014,IBD,0.196405648267009,0.11493367565254599
NielsenHB_2014,control,-0.2613240418118467,0.11527293844367019
NielsenHB_2014,control,-0.23821138211382115,0.11260162601626016
NielsenHB_2014,IBD,0.23333333333333334,0.1152439024390244
NielsenHB_2014,control,-0.31614573923517014,0.09942788316772057
NielsenHB_2014,control,-0.14085365853658535,0.10907859078590783
NielsenHB_2014,control,-0.3534598012646793,0.10637759710930442
NielsenHB_2014,control,-0.12384823848238485,0.11043360433604339
NielsenHB_2014,IBD,0.024390243902439025,0.10693448110951695
NielsenHB_2014,control,-0.369129959956316,0.10219633539618982
NielsenHB_2014,control,-0.20216802168021683,0.10623306233062328
NielsenHB_2014,control,-0.16517178075006558,0.10107526881720434
NielsenHB_2014,control,-0.0991869918699187,0.1040650406504065
NielsenHB_2014,IBD,0.3395663956639567,0.10135501355013547
NielsenHB_2014,control,-0.2972560975609756,0.09502032520325203
NielsenHB_2014,control,-0.2861788617886179,0.09390243902439024
NielsenHB_2014,IBD,-0.07635206786850478,0.09084482149169319
NielsenHB_2014,control,-0.3563685636856369,0.08766937669376697
NielsenHB_2014,IBD,0.11761517615176148,0.08401084010840111
NielsenHB_2014,control,-0.1886178861788618,0.07586753916319655
NielsenHB_2014,control,-0.37474254742547425,0.07049683830171635
NielsenHB_2014,control,-0.15230352303523034,0.07696476964769644
NielsenHB_2014,IBD,-0.03739837398373984,0.07723577235772358
NielsenHB_2014,control,-0.35121951219512193,0.07520325203252033
NielsenHB_2014,control,-0.24127864005912786,0.06995565410199553
NielsenHB_2014,control,-0.16620714033227288,0.06907034287734178
NielsenHB_2014,control,-0.27735191637630663,0.07108013937282232
NielsenHB_2014,control,-0.3645528455284553,0.07056910569105687
NielsenHB_2014,control,-0.32678757556806337,0.06170523243693977
NielsenHB_2014,control,-0.2005420054200542,0.06883468834688344
NielsenHB_2014,IBD,0.133130081300813,0.06727642276422764
NielsenHB_2014,control,-0.2662020905923345,0.06387921022067362
NielsenHB_2014,IBD,0.27425474254742543,0.06368563685636859
NielsenHB_2014,IBD,-0.052845528455284556,0.06260162601626017
NielsenHB_2014,control,-0.3544715447154472,0.056910569105691054
NielsenHB_2014,control,-0.17163504968383014,0.04914182475158086
NielsenHB_2014,control,-0.09376693766937673,0.057452574525745224
NielsenHB_2014,IBD,0.035447154471544735,0.05495934959349595
NielsenHB_2014,IBD,0.11772357723577231,0.05333333333333335
